pool_id,option_code,grade,slot_type,class_filter,weapon_filter,tag_filter,value_min,value_max,weight
t1_weapon_pool,boss_damage_increase,RARE,weapon,all,,,3,4,2
t1_weapon_pool,boss_damage_increase,EPIC,weapon,all,,,6,9,2
t1_weapon_pool,boss_damage_increase,UNIQUE,weapon,all,,,10,13,2
t1_weapon_pool,boss_damage_increase,LEGENDARY,weapon,all,,,14,18,2
t1_weapon_pool,crit_chance_percent,COMMON,weapon,all,,,1,2,2
t1_weapon_pool,crit_chance_percent,RARE,weapon,all,,,2,4,2
t1_weapon_pool,crit_chance_percent,EPIC,weapon,all,,,4,7,2
t1_weapon_pool,crit_chance_percent,UNIQUE,weapon,all,,,7,10,2
t1_weapon_pool,crit_chance_percent,LEGENDARY,weapon,all,,,10,14,2
t1_weapon_pool,crit_damage_percent,COMMON,weapon,all,,,2,3,2
t1_weapon_pool,crit_damage_percent,RARE,weapon,all,,,4,6,2
t1_weapon_pool,crit_damage_percent,EPIC,weapon,all,,,7,11,2
t1_weapon_pool,crit_damage_percent,UNIQUE,weapon,all,,,12,17,2
t1_weapon_pool,crit_damage_percent,LEGENDARY,weapon,all,,,18,25,2
t1_weapon_pool,cooldown_reduction_percent,COMMON,weapon,all,,,1,1,3
t1_weapon_pool,cooldown_reduction_percent,RARE,weapon,all,,,2,2,3
t1_weapon_pool,cooldown_reduction_percent,EPIC,weapon,all,,,3,4,3
t1_weapon_pool,cooldown_reduction_percent,UNIQUE,weapon,all,,,5,6,3
t1_weapon_pool,cooldown_reduction_percent,LEGENDARY,weapon,all,,,7,9,3
t1_weapon_pool,basic_skill_damage,COMMON,weapon,all,,,2,4,3
t1_weapon_pool,basic_skill_damage,RARE,weapon,all,,,5,8,3
t1_weapon_pool,basic_skill_damage,EPIC,weapon,all,,,10,14,3
t1_weapon_pool,basic_skill_damage,UNIQUE,weapon,all,,,15,19,3
t1_weapon_pool,basic_skill_damage,LEGENDARY,weapon,all,,,20,26,3
t1_weapon_pool,mobility_skill_damage,COMMON,weapon,all,,,2,4,3
t1_weapon_pool,mobility_skill_damage,RARE,weapon,all,,,5,8,3
t1_weapon_pool,mobility_skill_damage,EPIC,weapon,all,,,10,14,3
t1_weapon_pool,mobility_skill_damage,UNIQUE,weapon,all,,,15,19,3
t1_weapon_pool,mobility_skill_damage,LEGENDARY,weapon,all,,,20,26,3
t1_weapon_pool,special_skill_damage,COMMON,weapon,all,,,2,4,3
t1_weapon_pool,special_skill_damage,RARE,weapon,all,,,5,8,3
t1_weapon_pool,special_skill_damage,EPIC,weapon,all,,,10,14,3
t1_weapon_pool,special_skill_damage,UNIQUE,weapon,all,,,15,19,3
t1_weapon_pool,special_skill_damage,LEGENDARY,weapon,all,,,20,26,3
t1_weapon_pool,core_skill_damage,COMMON,weapon,all,,,2,4,3
t1_weapon_pool,core_skill_damage,RARE,weapon,all,,,5,8,3
t1_weapon_pool,core_skill_damage,EPIC,weapon,all,,,10,14,3
t1_weapon_pool,core_skill_damage,UNIQUE,weapon,all,,,15,19,3
t1_weapon_pool,core_skill_damage,LEGENDARY,weapon,all,,,20,26,3
t1_head_pool,max_hp_percent,COMMON,head,all,,,1,2,3
t1_head_pool,max_hp_percent,RARE,head,all,,,3,5,3
t1_head_pool,max_hp_percent,EPIC,head,all,,,6,9,3
t1_head_pool,max_hp_percent,UNIQUE,head,all,,,9,13,3
t1_head_pool,max_hp_percent,LEGENDARY,head,all,,,13,18,3
t1_head_pool,defense_percent,COMMON,head,all,,,1,2,3
t1_head_pool,defense_percent,RARE,head,all,,,3,4,3
t1_head_pool,defense_percent,EPIC,head,all,,,5,8,3
t1_head_pool,defense_percent,UNIQUE,head,all,,,8,11,3
t1_head_pool,defense_percent,LEGENDARY,head,all,,,11,15,3
t1_head_pool,crit_chance_percent,COMMON,head,all,,,1,2,2
t1_head_pool,crit_chance_percent,RARE,head,all,,,2,4,2
t1_head_pool,crit_chance_percent,EPIC,head,all,,,4,7,2
t1_head_pool,crit_chance_percent,UNIQUE,head,all,,,7,10,2
t1_head_pool,crit_chance_percent,LEGENDARY,head,all,,,10,14,2
t1_head_pool,damage_reduction,UNIQUE,head,all,,,1,3,2
t1_head_pool,damage_reduction,LEGENDARY,head,all,,,3,5,2
t1_head_pool,basic_skill_damage,COMMON,head,all,,,1,2,2
t1_head_pool,basic_skill_damage,RARE,head,all,,,3,4,2
t1_head_pool,basic_skill_damage,EPIC,head,all,,,5,8,2
t1_head_pool,basic_skill_damage,UNIQUE,head,all,,,8,11,2
t1_head_pool,basic_skill_damage,LEGENDARY,head,all,,,12,16,2
t1_head_pool,mobility_skill_damage,COMMON,head,all,,,1,2,2
t1_head_pool,mobility_skill_damage,RARE,head,all,,,3,4,2
t1_head_pool,mobility_skill_damage,EPIC,head,all,,,5,8,2
t1_head_pool,mobility_skill_damage,UNIQUE,head,all,,,8,11,2
t1_head_pool,mobility_skill_damage,LEGENDARY,head,all,,,12,16,2
t1_head_pool,special_skill_damage,COMMON,head,all,,,1,2,2
t1_head_pool,special_skill_damage,RARE,head,all,,,3,4,2
t1_head_pool,special_skill_damage,EPIC,head,all,,,5,8,2
t1_head_pool,special_skill_damage,UNIQUE,head,all,,,8,11,2
t1_head_pool,special_skill_damage,LEGENDARY,head,all,,,12,16,2
t1_head_pool,core_skill_damage,COMMON,head,all,,,1,2,2
t1_head_pool,core_skill_damage,RARE,head,all,,,3,4,2
t1_head_pool,core_skill_damage,EPIC,head,all,,,5,8,2
t1_head_pool,core_skill_damage,UNIQUE,head,all,,,8,11,2
t1_head_pool,core_skill_damage,LEGENDARY,head,all,,,12,16,2
t1_chest_pool,max_hp_percent,COMMON,chest,all,,,1,2,3
t1_chest_pool,max_hp_percent,RARE,chest,all,,,3,5,3
t1_chest_pool,max_hp_percent,EPIC,chest,all,,,6,9,3
t1_chest_pool,max_hp_percent,UNIQUE,chest,all,,,9,13,3
t1_chest_pool,max_hp_percent,LEGENDARY,chest,all,,,13,18,3
t1_chest_pool,defense_percent,COMMON,chest,all,,,1,2,3
t1_chest_pool,defense_percent,RARE,chest,all,,,3,4,3
t1_chest_pool,defense_percent,EPIC,chest,all,,,5,8,3
t1_chest_pool,defense_percent,UNIQUE,chest,all,,,8,11,3
t1_chest_pool,defense_percent,LEGENDARY,chest,all,,,11,15,3
t1_chest_pool,general_damage_increase,COMMON,chest,all,,,1,1,2
t1_chest_pool,general_damage_increase,RARE,chest,all,,,2,3,2
t1_chest_pool,general_damage_increase,EPIC,chest,all,,,4,6,2
t1_chest_pool,general_damage_increase,UNIQUE,chest,all,,,6,9,2
t1_chest_pool,general_damage_increase,LEGENDARY,chest,all,,,9,13,2
t1_chest_pool,damage_reduction,UNIQUE,chest,all,,,1,3,2
t1_chest_pool,damage_reduction,LEGENDARY,chest,all,,,3,5,2
t1_chest_pool,basic_skill_damage,COMMON,chest,all,,,1,2,2
t1_chest_pool,basic_skill_damage,RARE,chest,all,,,3,4,2
t1_chest_pool,basic_skill_damage,EPIC,chest,all,,,5,8,2
t1_chest_pool,basic_skill_damage,UNIQUE,chest,all,,,8,11,2
t1_chest_pool,basic_skill_damage,LEGENDARY,chest,all,,,12,16,2
t1_chest_pool,mobility_skill_damage,COMMON,chest,all,,,1,2,2
t1_chest_pool,mobility_skill_damage,RARE,chest,all,,,3,4,2
t1_chest_pool,mobility_skill_damage,EPIC,chest,all,,,5,8,2
t1_chest_pool,mobility_skill_damage,UNIQUE,chest,all,,,8,11,2
t1_chest_pool,mobility_skill_damage,LEGENDARY,chest,all,,,12,16,2
t1_chest_pool,special_skill_damage,COMMON,chest,all,,,1,2,2
t1_chest_pool,special_skill_damage,RARE,chest,all,,,3,4,2
t1_chest_pool,special_skill_damage,EPIC,chest,all,,,5,8,2
t1_chest_pool,special_skill_damage,UNIQUE,chest,all,,,8,11,2
t1_chest_pool,special_skill_damage,LEGENDARY,chest,all,,,12,16,2
t1_chest_pool,core_skill_damage,COMMON,chest,all,,,1,2,2
t1_chest_pool,core_skill_damage,RARE,chest,all,,,3,4,2
t1_chest_pool,core_skill_damage,EPIC,chest,all,,,5,8,2
t1_chest_pool,core_skill_damage,UNIQUE,chest,all,,,8,11,2
t1_chest_pool,core_skill_damage,LEGENDARY,chest,all,,,12,16,2
t1_legs_pool,max_hp_percent,COMMON,legs,all,,,1,2,3
t1_legs_pool,max_hp_percent,RARE,legs,all,,,3,5,3
t1_legs_pool,max_hp_percent,EPIC,legs,all,,,6,9,3
t1_legs_pool,max_hp_percent,UNIQUE,legs,all,,,9,13,3
t1_legs_pool,max_hp_percent,LEGENDARY,legs,all,,,13,18,3
t1_legs_pool,defense_percent,COMMON,legs,all,,,1,2,3
t1_legs_pool,defense_percent,RARE,legs,all,,,3,4,3
t1_legs_pool,defense_percent,EPIC,legs,all,,,5,8,3
t1_legs_pool,defense_percent,UNIQUE,legs,all,,,8,11,3
t1_legs_pool,defense_percent,LEGENDARY,legs,all,,,11,15,3
t1_legs_pool,cooldown_reduction_percent,COMMON,legs,all,,,1,1,3
t1_legs_pool,cooldown_reduction_percent,RARE,legs,all,,,2,2,3
t1_legs_pool,cooldown_reduction_percent,EPIC,legs,all,,,3,4,3
t1_legs_pool,cooldown_reduction_percent,UNIQUE,legs,all,,,5,6,3
t1_legs_pool,cooldown_reduction_percent,LEGENDARY,legs,all,,,7,9,3
t1_legs_pool,boss_damage_increase,COMMON,legs,all,,,1,1,2
t1_legs_pool,boss_damage_increase,RARE,legs,all,,,2,3,2
t1_legs_pool,boss_damage_increase,EPIC,legs,all,,,4,6,2
t1_legs_pool,boss_damage_increase,UNIQUE,legs,all,,,6,9,2
t1_legs_pool,boss_damage_increase,LEGENDARY,legs,all,,,9,12,2
t1_legs_pool,damage_reduction,UNIQUE,legs,all,,,1,3,2
t1_legs_pool,damage_reduction,LEGENDARY,legs,all,,,3,5,2
t1_legs_pool,basic_skill_damage,COMMON,legs,all,,,1,2,2
t1_legs_pool,basic_skill_damage,RARE,legs,all,,,3,4,2
t1_legs_pool,basic_skill_damage,EPIC,legs,all,,,5,8,2
t1_legs_pool,basic_skill_damage,UNIQUE,legs,all,,,8,11,2
t1_legs_pool,basic_skill_damage,LEGENDARY,legs,all,,,12,16,2
t1_legs_pool,mobility_skill_damage,COMMON,legs,all,,,1,2,2
t1_legs_pool,mobility_skill_damage,RARE,legs,all,,,3,4,2
t1_legs_pool,mobility_skill_damage,EPIC,legs,all,,,5,8,2
t1_legs_pool,mobility_skill_damage,UNIQUE,legs,all,,,8,11,2
t1_legs_pool,mobility_skill_damage,LEGENDARY,legs,all,,,12,16,2
t1_legs_pool,special_skill_damage,COMMON,legs,all,,,1,2,2
t1_legs_pool,special_skill_damage,RARE,legs,all,,,3,4,2
t1_legs_pool,special_skill_damage,EPIC,legs,all,,,5,8,2
t1_legs_pool,special_skill_damage,UNIQUE,legs,all,,,8,11,2
t1_legs_pool,special_skill_damage,LEGENDARY,legs,all,,,12,16,2
t1_legs_pool,core_skill_damage,COMMON,legs,all,,,1,2,2
t1_legs_pool,core_skill_damage,RARE,legs,all,,,3,4,2
t1_legs_pool,core_skill_damage,EPIC,legs,all,,,5,8,2
t1_legs_pool,core_skill_damage,UNIQUE,legs,all,,,8,11,2
t1_legs_pool,core_skill_damage,LEGENDARY,legs,all,,,12,16,2
t1_feet_pool,move_speed_percent,COMMON,feet,all,,,1,1,3
t1_feet_pool,move_speed_percent,RARE,feet,all,,,2,3,3
t1_feet_pool,move_speed_percent,EPIC,feet,all,,,4,6,3
t1_feet_pool,move_speed_percent,UNIQUE,feet,all,,,6,9,3
t1_feet_pool,move_speed_percent,LEGENDARY,feet,all,,,9,13,3
t1_feet_pool,max_hp_percent,COMMON,feet,all,,,1,2,3
t1_feet_pool,max_hp_percent,RARE,feet,all,,,3,4,3
t1_feet_pool,max_hp_percent,EPIC,feet,all,,,5,7,3
t1_feet_pool,max_hp_percent,UNIQUE,feet,all,,,7,10,3
t1_feet_pool,max_hp_percent,LEGENDARY,feet,all,,,10,15,3
t1_feet_pool,defense_ignore,COMMON,feet,all,,,1,1,2
t1_feet_pool,defense_ignore,RARE,feet,all,,,1,3,2
t1_feet_pool,defense_ignore,EPIC,feet,all,,,3,6,2
t1_feet_pool,defense_ignore,UNIQUE,feet,all,,,6,9,2
t1_feet_pool,defense_ignore,LEGENDARY,feet,all,,,9,14,2
t1_feet_pool,cooldown_reduction_percent,COMMON,feet,all,,,1,1,3
t1_feet_pool,cooldown_reduction_percent,RARE,feet,all,,,1,2,3
t1_feet_pool,cooldown_reduction_percent,EPIC,feet,all,,,2,4,3
t1_feet_pool,cooldown_reduction_percent,UNIQUE,feet,all,,,4,6,3
t1_feet_pool,cooldown_reduction_percent,LEGENDARY,feet,all,,,7,9,3
t1_feet_pool,attack_percent,COMMON,feet,all,,,1,1,2
t1_feet_pool,attack_percent,RARE,feet,all,,,1,2,2
t1_feet_pool,attack_percent,EPIC,feet,all,,,3,5,2
t1_feet_pool,attack_percent,UNIQUE,feet,all,,,5,8,2
t1_feet_pool,attack_percent,LEGENDARY,feet,all,,,8,12,2
t1_feet_pool,basic_skill_damage,COMMON,feet,all,,,1,2,2
t1_feet_pool,basic_skill_damage,RARE,feet,all,,,2,4,2
t1_feet_pool,basic_skill_damage,EPIC,feet,all,,,4,7,2
t1_feet_pool,basic_skill_damage,UNIQUE,feet,all,,,6,9,2
t1_feet_pool,basic_skill_damage,LEGENDARY,feet,all,,,10,13,2
t1_feet_pool,mobility_skill_damage,COMMON,feet,all,,,1,2,2
t1_feet_pool,mobility_skill_damage,RARE,feet,all,,,2,4,2
t1_feet_pool,mobility_skill_damage,EPIC,feet,all,,,4,7,2
t1_feet_pool,mobility_skill_damage,UNIQUE,feet,all,,,6,9,2
t1_feet_pool,mobility_skill_damage,LEGENDARY,feet,all,,,10,13,2
t1_feet_pool,special_skill_damage,COMMON,feet,all,,,1,2,2
t1_feet_pool,special_skill_damage,RARE,feet,all,,,2,4,2
t1_feet_pool,special_skill_damage,EPIC,feet,all,,,4,7,2
t1_feet_pool,special_skill_damage,UNIQUE,feet,all,,,6,9,2
t1_feet_pool,special_skill_damage,LEGENDARY,feet,all,,,10,13,2
t1_feet_pool,core_skill_damage,COMMON,feet,all,,,1,2,2
t1_feet_pool,core_skill_damage,RARE,feet,all,,,2,4,2
t1_feet_pool,core_skill_damage,EPIC,feet,all,,,4,7,2
t1_feet_pool,core_skill_damage,UNIQUE,feet,all,,,6,9,2
t1_feet_pool,core_skill_damage,LEGENDARY,feet,all,,,10,13,2
t2_weapon_pool,attack_percent,COMMON,weapon,all,,,1,2,2
t2_weapon_pool,attack_percent,RARE,weapon,all,,,3,5,2
t2_weapon_pool,attack_percent,EPIC,weapon,all,,,8,12,2
t2_weapon_pool,attack_percent,UNIQUE,weapon,all,,,12,15,2
t2_weapon_pool,attack_percent,LEGENDARY,weapon,all,,,16,21,2
t2_weapon_pool,defense_ignore,COMMON,weapon,all,,,1,2,2
t2_weapon_pool,defense_ignore,RARE,weapon,all,,,2,4,2
t2_weapon_pool,defense_ignore,EPIC,weapon,all,,,5,8,2
t2_weapon_pool,defense_ignore,UNIQUE,weapon,all,,,8,12,2
t2_weapon_pool,defense_ignore,LEGENDARY,weapon,all,,,13,18,2
t2_weapon_pool,general_damage_increase,COMMON,weapon,all,,,1,2,3
t2_weapon_pool,general_damage_increase,RARE,weapon,all,,,3,5,3
t2_weapon_pool,general_damage_increase,EPIC,weapon,all,,,7,10,3
t2_weapon_pool,general_damage_increase,UNIQUE,weapon,all,,,11,14,3
t2_weapon_pool,general_damage_increase,LEGENDARY,weapon,all,,,15,20,3
t2_weapon_pool,boss_damage_increase,COMMON,weapon,all,,,1,2,2
t2_weapon_pool,boss_damage_increase,RARE,weapon,all,,,3,4,2
t2_weapon_pool,boss_damage_increase,EPIC,weapon,all,,,6,9,2
t2_weapon_pool,boss_damage_increase,UNIQUE,weapon,all,,,10,13,2
t2_weapon_pool,boss_damage_increase,LEGENDARY,weapon,all,,,14,18,2
t2_weapon_pool,crit_chance_percent,COMMON,weapon,all,,,1,2,2
t2_weapon_pool,crit_chance_percent,RARE,weapon,all,,,2,4,2
t2_weapon_pool,crit_chance_percent,EPIC,weapon,all,,,4,7,2
t2_weapon_pool,crit_chance_percent,UNIQUE,weapon,all,,,7,10,2
t2_weapon_pool,crit_chance_percent,LEGENDARY,weapon,all,,,10,14,2
t2_weapon_pool,crit_damage_percent,COMMON,weapon,all,,,2,3,2
t2_weapon_pool,crit_damage_percent,RARE,weapon,all,,,4,6,2
t2_weapon_pool,crit_damage_percent,EPIC,weapon,all,,,7,11,2
t2_weapon_pool,crit_damage_percent,UNIQUE,weapon,all,,,12,17,2
t2_weapon_pool,crit_damage_percent,LEGENDARY,weapon,all,,,18,25,2
t2_weapon_pool,cooldown_reduction_percent,COMMON,weapon,all,,,1,1,3
t2_weapon_pool,cooldown_reduction_percent,RARE,weapon,all,,,2,2,3
t2_weapon_pool,cooldown_reduction_percent,EPIC,weapon,all,,,3,4,3
t2_weapon_pool,cooldown_reduction_percent,UNIQUE,weapon,all,,,5,6,3
t2_weapon_pool,cooldown_reduction_percent,LEGENDARY,weapon,all,,,7,9,3
t2_weapon_pool,basic_skill_damage,COMMON,weapon,all,,,2,4,3
t2_weapon_pool,basic_skill_damage,RARE,weapon,all,,,5,8,3
t2_weapon_pool,basic_skill_damage,EPIC,weapon,all,,,10,14,3
t2_weapon_pool,basic_skill_damage,UNIQUE,weapon,all,,,15,19,3
t2_weapon_pool,basic_skill_damage,LEGENDARY,weapon,all,,,20,26,3
t2_weapon_pool,mobility_skill_damage,COMMON,weapon,all,,,2,4,3
t2_weapon_pool,mobility_skill_damage,RARE,weapon,all,,,5,8,3
t2_weapon_pool,mobility_skill_damage,EPIC,weapon,all,,,10,14,3
t2_weapon_pool,mobility_skill_damage,UNIQUE,weapon,all,,,15,19,3
t2_weapon_pool,mobility_skill_damage,LEGENDARY,weapon,all,,,20,26,3
t2_weapon_pool,special_skill_damage,COMMON,weapon,all,,,2,4,3
t2_weapon_pool,special_skill_damage,RARE,weapon,all,,,5,8,3
t2_weapon_pool,special_skill_damage,EPIC,weapon,all,,,10,14,3
t2_weapon_pool,special_skill_damage,UNIQUE,weapon,all,,,15,19,3
t2_weapon_pool,special_skill_damage,LEGENDARY,weapon,all,,,20,26,3
t2_weapon_pool,core_skill_damage,COMMON,weapon,all,,,2,4,3
t2_weapon_pool,core_skill_damage,RARE,weapon,all,,,5,8,3
t2_weapon_pool,core_skill_damage,EPIC,weapon,all,,,10,14,3
t2_weapon_pool,core_skill_damage,UNIQUE,weapon,all,,,15,19,3
t2_weapon_pool,core_skill_damage,LEGENDARY,weapon,all,,,20,26,3
t2_head_pool,max_hp_percent,COMMON,head,all,,,1,2,3
t2_head_pool,max_hp_percent,RARE,head,all,,,3,5,3
t2_head_pool,max_hp_percent,EPIC,head,all,,,6,9,3
t2_head_pool,max_hp_percent,UNIQUE,head,all,,,9,13,3
t2_head_pool,max_hp_percent,LEGENDARY,head,all,,,13,18,3
t2_head_pool,defense_percent,COMMON,head,all,,,1,2,3
t2_head_pool,defense_percent,RARE,head,all,,,3,4,3
t2_head_pool,defense_percent,EPIC,head,all,,,5,8,3
t2_head_pool,defense_percent,UNIQUE,head,all,,,8,11,3
t2_head_pool,defense_percent,LEGENDARY,head,all,,,11,15,3
t2_head_pool,crit_chance_percent,COMMON,head,all,,,1,2,2
t2_head_pool,crit_chance_percent,RARE,head,all,,,2,4,2
t2_head_pool,crit_chance_percent,EPIC,head,all,,,4,7,2
t2_head_pool,crit_chance_percent,UNIQUE,head,all,,,7,10,2
t2_head_pool,crit_chance_percent,LEGENDARY,head,all,,,10,14,2
t2_head_pool,damage_reduction,UNIQUE,head,all,,,1,3,2
t2_head_pool,damage_reduction,LEGENDARY,head,all,,,3,5,2
t2_head_pool,basic_skill_damage,COMMON,head,all,,,1,2,2
t2_head_pool,basic_skill_damage,RARE,head,all,,,3,4,2
t2_head_pool,basic_skill_damage,EPIC,head,all,,,5,8,2
t2_head_pool,basic_skill_damage,UNIQUE,head,all,,,8,11,2
t2_head_pool,basic_skill_damage,LEGENDARY,head,all,,,12,16,2
t2_head_pool,mobility_skill_damage,COMMON,head,all,,,1,2,2
t2_head_pool,mobility_skill_damage,RARE,head,all,,,3,4,2
t2_head_pool,mobility_skill_damage,EPIC,head,all,,,5,8,2
t2_head_pool,mobility_skill_damage,UNIQUE,head,all,,,8,11,2
t2_head_pool,mobility_skill_damage,LEGENDARY,head,all,,,12,16,2
t2_head_pool,special_skill_damage,COMMON,head,all,,,1,2,2
t2_head_pool,special_skill_damage,RARE,head,all,,,3,4,2
t2_head_pool,special_skill_damage,EPIC,head,all,,,5,8,2
t2_head_pool,special_skill_damage,UNIQUE,head,all,,,8,11,2
t2_head_pool,special_skill_damage,LEGENDARY,head,all,,,12,16,2
t2_head_pool,core_skill_damage,COMMON,head,all,,,1,2,2
t2_head_pool,core_skill_damage,RARE,head,all,,,3,4,2
t2_head_pool,core_skill_damage,EPIC,head,all,,,5,8,2
t2_head_pool,core_skill_damage,UNIQUE,head,all,,,8,11,2
t2_head_pool,core_skill_damage,LEGENDARY,head,all,,,12,16,2
t2_chest_pool,max_hp_percent,COMMON,chest,all,,,1,2,3
t2_chest_pool,max_hp_percent,RARE,chest,all,,,3,5,3
t2_chest_pool,max_hp_percent,EPIC,chest,all,,,6,9,3
t2_chest_pool,max_hp_percent,UNIQUE,chest,all,,,9,13,3
t2_chest_pool,max_hp_percent,LEGENDARY,chest,all,,,13,18,3
t2_chest_pool,defense_percent,COMMON,chest,all,,,1,2,3
t2_chest_pool,defense_percent,RARE,chest,all,,,3,4,3
t2_chest_pool,defense_percent,EPIC,chest,all,,,5,8,3
t2_chest_pool,defense_percent,UNIQUE,chest,all,,,8,11,3
t2_chest_pool,defense_percent,LEGENDARY,chest,all,,,11,15,3
t2_chest_pool,general_damage_increase,COMMON,chest,all,,,1,1,2
t2_chest_pool,general_damage_increase,RARE,chest,all,,,2,3,2
t2_chest_pool,general_damage_increase,EPIC,chest,all,,,4,6,2
t2_chest_pool,general_damage_increase,UNIQUE,chest,all,,,6,9,2
t2_chest_pool,general_damage_increase,LEGENDARY,chest,all,,,9,13,2
t2_chest_pool,damage_reduction,UNIQUE,chest,all,,,1,3,2
t2_chest_pool,damage_reduction,LEGENDARY,chest,all,,,3,5,2
t2_chest_pool,basic_skill_damage,COMMON,chest,all,,,1,2,2
t2_chest_pool,basic_skill_damage,RARE,chest,all,,,3,4,2
t2_chest_pool,basic_skill_damage,EPIC,chest,all,,,5,8,2
t2_chest_pool,basic_skill_damage,UNIQUE,chest,all,,,8,11,2
t2_chest_pool,basic_skill_damage,LEGENDARY,chest,all,,,12,16,2
t2_chest_pool,mobility_skill_damage,COMMON,chest,all,,,1,2,2
t2_chest_pool,mobility_skill_damage,RARE,chest,all,,,3,4,2
t2_chest_pool,mobility_skill_damage,EPIC,chest,all,,,5,8,2
t2_chest_pool,mobility_skill_damage,UNIQUE,chest,all,,,8,11,2
t2_chest_pool,mobility_skill_damage,LEGENDARY,chest,all,,,12,16,2
t2_chest_pool,special_skill_damage,COMMON,chest,all,,,1,2,2
t2_chest_pool,special_skill_damage,RARE,chest,all,,,3,4,2
t2_chest_pool,special_skill_damage,EPIC,chest,all,,,5,8,2
t2_chest_pool,special_skill_damage,UNIQUE,chest,all,,,8,11,2
t2_chest_pool,special_skill_damage,LEGENDARY,chest,all,,,12,16,2
t2_chest_pool,core_skill_damage,COMMON,chest,all,,,1,2,2
t2_chest_pool,core_skill_damage,RARE,chest,all,,,3,4,2
t2_chest_pool,core_skill_damage,EPIC,chest,all,,,5,8,2
t2_chest_pool,core_skill_damage,UNIQUE,chest,all,,,8,11,2
t2_chest_pool,core_skill_damage,LEGENDARY,chest,all,,,12,16,2
t2_legs_pool,max_hp_percent,COMMON,legs,all,,,1,2,3
t2_legs_pool,max_hp_percent,RARE,legs,all,,,3,5,3
t2_legs_pool,max_hp_percent,EPIC,legs,all,,,6,9,3
t2_legs_pool,max_hp_percent,UNIQUE,legs,all,,,9,13,3
t2_legs_pool,max_hp_percent,LEGENDARY,legs,all,,,13,18,3
t2_legs_pool,defense_percent,COMMON,legs,all,,,1,2,3
t2_legs_pool,defense_percent,RARE,legs,all,,,3,4,3
t2_legs_pool,defense_percent,EPIC,legs,all,,,5,8,3
t2_legs_pool,defense_percent,UNIQUE,legs,all,,,8,11,3
t2_legs_pool,defense_percent,LEGENDARY,legs,all,,,11,15,3
t2_legs_pool,cooldown_reduction_percent,COMMON,legs,all,,,1,1,3
t2_legs_pool,cooldown_reduction_percent,RARE,legs,all,,,2,2,3
t2_legs_pool,cooldown_reduction_percent,EPIC,legs,all,,,3,4,3
t2_legs_pool,cooldown_reduction_percent,UNIQUE,legs,all,,,5,6,3
t2_legs_pool,cooldown_reduction_percent,LEGENDARY,legs,all,,,7,9,3
t2_legs_pool,boss_damage_increase,COMMON,legs,all,,,1,1,2
t2_legs_pool,boss_damage_increase,RARE,legs,all,,,2,3,2
t2_legs_pool,boss_damage_increase,EPIC,legs,all,,,4,6,2
t2_legs_pool,boss_damage_increase,UNIQUE,legs,all,,,6,9,2
t2_legs_pool,boss_damage_increase,LEGENDARY,legs,all,,,9,12,2
t2_legs_pool,damage_reduction,UNIQUE,legs,all,,,1,3,2
t2_legs_pool,damage_reduction,LEGENDARY,legs,all,,,3,5,2
t2_legs_pool,basic_skill_damage,COMMON,legs,all,,,1,2,2
t2_legs_pool,basic_skill_damage,RARE,legs,all,,,3,4,2
t2_legs_pool,basic_skill_damage,EPIC,legs,all,,,5,8,2
t2_legs_pool,basic_skill_damage,UNIQUE,legs,all,,,8,11,2
t2_legs_pool,basic_skill_damage,LEGENDARY,legs,all,,,12,16,2
